"Type","ID","Description","geneID"
"GO","GO:0034612","response to tumor necrosis factor","THBS1/CYLD/ZC3H12A/HES1/NFKB1/GBP1/NR1D1/NFKBIA/TNFAIP3/STAT1/FOS/CX3CL1/TRAF1/CCL5/CXCL8/CCL2/SPATA2/EDN1/GATA3/PTGS2/MAP4K3/TRAF3/NUB1/EXT1/BIRC3/ZFP36/TMSB4X/F2RL1/NFE2L2/JAK2/TRAF6/RIPK1/CCL20/ANKRD1/TNF/KLF2/COL1A1/NKX3-1/CYP1B1/CIB1/HAS2/FOXP1/SIRT1/ZFP36L1/TNFSF13B/ASS1/TNFRSF14/ZNF675/PCK1/H2BC11/TUBA1A/NAIP/VCAM1/FAS/CLDN18/SPHK1/ADAMTS13/HYAL1/ENDOG/NR1H4/SMPD3/PRKN/RORA"
"GO","GO:0002221","pattern recognition receptor signaling pathway","CYLD/OAS1/IRAK2/PIK3AP1/RSAD2/OASL/NR1D1/NFKBIA/TNFAIP3/IRF1/IRF7/OAS3/IFIH1/RIPK2/DHX58/PELI1/IFI35/MYD88/EIF2AK2/ANKRD17/PUM1/PIK3R1/DDX60/BCL10/USP15/TRAF3/OTUD4/LYN/BIRC3/TICAM1/SLC15A3/F2RL1/NFKBIZ/FOSL1/NMI/NOP53/TLR3/CYBA/GPATCH3/TRAF6/TNF/SIRT2/PRKCE/STING1/NLRP3/NOD2/NOD1/TKFC/NAIP/PRKD1/GBP5/TLR6/BPIFB1/TRIM31/TLR4/ESR1/TLR1/NR1H4/COLEC10"
"GO","GO:0045088","regulation of innate immune response","CYLD/OAS1/IRAK2/N4BP1/SAMHD1/PARP14/ZNFX1/PIK3AP1/RSAD2/OASL/NR1D1/NFKBIA/TNFAIP3/IRF1/IRF7/ISG15/OAS3/STAT2/IFIH1/RIPK2/IFI16/NLRC5/DHX58/USP18/PARP9/PELI1/TRIM21/CCL5/IFI35/MYD88/LGALS9/EIF2AK2/ANKRD17/DUSP10/PUM1/CREBBP/PIK3R1/DDX60/BCL10/USP15/TRIM5/ZBP1/EP300/TRAF3/OTUD4/LYN/BIRC3/TICAM1/HLA-F/SLC15A3/F2RL1/NFKBIZ/USP38/FOSL1/NMI/IKBKE/NOP53/TLR3/CYBA/NFE2L2/GPATCH3/TRAF6/IL12A/TNF/IFNB1/SIRT2/PRKCE/EREG/STING1/NLRP3/NOD2/NOD1/TKFC/NAIP/PRKD1/GBP5/CLEC7A/ADAM8/TLR6/APOE/BPIFB1/TRIM31/TLR4/ESR1/PAK3/TLR1/TRIM6/NR1H4/COLEC10"
"GO","GO:0001666","response to hypoxia","MYC/THBS1/CD24/TMBIM6/FOS/EGR1/PML/BMP2/GATA6/PMAIP1/CREBBP/FOSL2/EDN1/IL1A/EP300/HSP90B1/PTGS2/PLK3/PGK1/CPEB2/EPHA4/NOP53/NFE2L2/ANGPTL4/CD38/TNF/CLDN3/NKX3-1/SIRT2/PRKCE/NDRG1/NR4A2/MMP14/CITED2/SIRT1/ZFP36L1/EGLN3/VEGFC/LIF/ADM/TGFB2/PCK1/LOXL2/DIO3/CYP1A1/SLC2A1/CXCR4/UCP3/SOX4/SDHD/ADAM8/PIN1/VCAM1/ANGPT2/TEK/ACE/PTGIS/DDR2/RYR2/UCP2/AQP1/ADSL/AGER/CASR/LTA/ANG/UCN3/RORA/TIGAR"
"GO","GO:0051251","positive regulation of lymphocyte activation","RARA/ABL2/CD24/HES1/MAP3K8/AMBRA1/IL6/RIPK2/PELI1/ACTB/ANXA1/CCL5/ARID1A/MYD88/LGALS9/DUSP10/CCL2/CD274/BCL10/IL1A/RIF1/GATA3/LYN/TICAM1/BCL6/EFNB2/HLA-F/IL15RA/NFKBIZ/NFATC2/RUNX1/ZNF335/VTCN1/VSIR/CDKN1A/JAK2/CD83/TRAF6/ARID2/IL12A/CD38/SOCS1/MMP14/IL4I1/NLRP3/EGR3/EPHB2/TNFSF13B/NOD2/MEF2C/TNFRSF14/PCK1/IRS2/RUNX3/SOX4/KITLG/MIF/CLEC7A/ADAM8/TNFSF9/GLI2/VCAM1/ZMIZ1/IL7/PRKCQ/IL15/HLX/HLA-DOB/TLR4/SPTA1/AGER/PDCD1LG2/KMT5C/PRLR"
"GO","GO:1903037","regulation of leukocyte cell-cell adhesion","RARA/ABL2/ZC3H12A/CD24/HES1/KLF4/IRF1/MAP3K8/AMBRA1/IL6/RIPK2/PELI1/ACTB/ANXA1/CCL5/ARID1A/LGALS9/DUSP10/CCL2/CD274/RC3H1/CD44/IDO1/BCL10/IL1A/GATA3/MARCHF7/LGALS3/SMAD7/IFNL1/LYN/NFAT5/BCL6/EFNB2/NFKBIZ/RUNX1/VTCN1/VSIR/JAK2/CD83/TRAF6/CBLB/ARID2/IL12A/TNF/IFNB1/GCNT1/SOCS1/HAS2/NR4A3/IL4I1/PRDX2/NLRP3/EGR3/TNFSF13B/NOD2/ASS1/TNFRSF14/CHST4/PCK1/LOXL3/RUNX3/RIPOR2/SOX4/ALOX5/IL20RB/KITLG/ADAM8/TNFSF9/LGALS9C/GLI2/VCAM1/ZMIZ1/IL7/PRKCQ/IL15/HLX/HLA-DOB/SPTA1/AGER/PDCD1LG2/CHST2"
"GO","GO:0007159","leukocyte cell-cell adhesion","RARA/ABL2/ZC3H12A/CD24/HES1/KLF4/ICAM1/IRF1/MAP3K8/AMBRA1/IL6/RIPK2/PELI1/ACTB/ANXA1/CCL5/ARID1A/LGALS9/DUSP10/CCL2/CD274/RC3H1/CD44/IDO1/BCL10/IL1A/GATA3/MARCHF7/LGALS3/SMAD7/IFNL1/EXT1/LYN/NFAT5/BCL6/EFNB2/ITGA5/NFKBIZ/RUNX1/VTCN1/VSIR/JAK2/CD83/TRAF6/CBLB/ARID2/IL12A/TNF/IFNB1/GCNT1/SOCS1/HAS2/NR4A3/IL4I1/PRDX2/NLRP3/EGR3/TNFSF13B/NOD2/ASS1/TNFRSF14/CHST4/PCK1/LOXL3/FERMT3/RUNX3/SELPLG/RIPOR2/SOX4/ALOX5/IL20RB/KITLG/ADAM8/TNFSF9/LGALS9C/GLI2/VCAM1/ZMIZ1/IL7/PRKCQ/IL15/HLX/HLA-DOB/SPTA1/AGER/PDCD1LG2/CHST2"
"GO","GO:0022407","regulation of cell-cell adhesion","RARA/ABL2/ZC3H12A/CD24/HES1/KLF4/IRF1/PLAUR/CX3CL1/MAP3K8/AMBRA1/IL6/RIPK2/PELI1/ACTB/ANXA1/CCL5/BMP2/ARID1A/LGALS9/DUSP10/CCL2/TJP1/CD274/RC3H1/CD44/IDO1/BCL10/IL1A/GATA3/MARCHF7/LGALS3/SMAD7/IFNL1/LYN/ADAM19/NFAT5/BCL6/EFNB2/SH2B3/NFKBIZ/GTPBP4/RUNX1/VTCN1/VSIR/JAK2/CD83/TRAF6/CBLB/ARID2/IL12A/TNF/IFNB1/GCNT1/SOCS1/HAS2/CITED2/NR4A3/IL4I1/PRDX2/NLRP3/EGR3/TNFSF13B/NOD2/FSTL3/ASS1/TNFRSF14/CHST4/MDGA1/PCK1/ABCA12/LOXL3/FERMT3/RUNX3/ANK3/RIPOR2/SOX4/ALOX5/IL20RB/KITLG/PODXL/ADAM8/TNFSF9/LGALS9C/GLI2/VCAM1/ZMIZ1/FGB/IL7/KIF26B/PRKCQ/IL15/HLX/HLA-DOB/SPTA1/AGER/PDCD1LG2/CHST2"
"GO","GO:0002764","immune response-regulating signaling pathway","CYLD/OAS1/ZC3H12A/IRAK2/CD24/PIK3AP1/RSAD2/NFKB1/OASL/GBP1/NR1D1/NFKBIA/TNFAIP3/IRF1/IRF7/OAS3/IFIH1/MAP3K1/PRKD2/RIPK2/DHX58/PELI1/IFI35/MYD88/EIF2AK2/ANKRD17/PUM1/CREBBP/PIK3R1/DDX60/RC3H1/FOSL2/BCL10/USP15/GATA3/EP300/TRAF3/LGALS3/OTUD4/LYN/THEMIS2/BIRC3/TICAM1/SLC15A3/PDE4D/ELF1/F2RL1/NFKBIZ/NFATC2/VTCN1/FOSL1/NMI/SPPL3/PIGR/NOP53/TLR3/CYBA/GPATCH3/TRAF6/CBLB/CD38/MAP2K4/TNF/SIRT2/PDE4B/PRKCE/FOXP1/NR4A3/STING1/NLRP3/NOD2/MEF2C/NOD1/EIF2B1/BRAF/TKFC/NAIP/PRKD1/GBP5/IL20RB/CLEC7A/UBASH3A/TLR6/BPIFB1/PRKCQ/TRIM31/TLR4/PSG9/FYB2/ESR1/PAK3/GPLD1/PLA2G6/PHPT1/CACNB4/TLR1/PLCL2/NR1H4/COLEC10"
"GO","GO:0050673","epithelial cell proliferation","MYC/THBS1/FRS2/HES1/NR1D1/TNFAIP3/STAT1/IGFBP3/PRKD2/EPHA2/IL6/RICTOR/PDGFB/DUSP10/CCL2/SOX9/FST/KDM5B/GATA3/ODAM/RREB1/ZFP36/TRIM24/EFNB2/NR4A1/OVOL1/NFKBIZ/EYA1/TCF7L2/F3/ACVR2A/ZEB1/CDKN1A/MAGED1/INTU/IL12A/TNF/BRCA2/FLCN/ZEB2/NKX3-1/THAP1/FGFBP1/MYDGF/EREG/MMP14/HAS2/SIX4/SIRT1/NR4A3/COL8A1/EGR3/WDR13/ZFP36L1/CDKN2B/NOD2/VEGFC/FGF2/ZNF304/MEF2C/TGFB2/MCC/LOXL2/SGPP2/IRS2/FERMT1/OSR2/FAP/RUNX3/SRSF6/PLXNB3/PRKD1/SPINK1/ALOX5/SIX1/JCAD/POLD4/APOE/APLN/HLX/TEK/PTCH1/MTSS1/ESR1/PROX1/FGFR1/HYAL1/ANG/HPN/HOXA5/FGF1/TP63/NKX6-1/CDKN1C/PTN/KLF9"
"GO","GO:0071356","cellular response to tumor necrosis factor","THBS1/CYLD/ZC3H12A/HES1/NFKB1/GBP1/NR1D1/NFKBIA/TNFAIP3/STAT1/FOS/CX3CL1/TRAF1/CCL5/CXCL8/CCL2/SPATA2/EDN1/GATA3/TRAF3/EXT1/BIRC3/ZFP36/TMSB4X/F2RL1/NFE2L2/JAK2/TRAF6/RIPK1/CCL20/ANKRD1/TNF/KLF2/COL1A1/NKX3-1/CYP1B1/CIB1/HAS2/FOXP1/SIRT1/ZFP36L1/TNFSF13B/ASS1/TNFRSF14/ZNF675/PCK1/H2BC11/NAIP/VCAM1/FAS/CLDN18/SPHK1/ADAMTS13/HYAL1/NR1H4/SMPD3/PRKN/RORA"
"GO","GO:1903039","positive regulation of leukocyte cell-cell adhesion","RARA/ABL2/CD24/HES1/MAP3K8/AMBRA1/IL6/RIPK2/ACTB/ANXA1/CCL5/ARID1A/LGALS9/DUSP10/CCL2/CD274/CD44/BCL10/IL1A/GATA3/LYN/NFAT5/BCL6/EFNB2/NFKBIZ/RUNX1/VTCN1/VSIR/JAK2/CD83/TRAF6/ARID2/IL12A/TNF/GCNT1/SOCS1/HAS2/NR4A3/IL4I1/NLRP3/EGR3/TNFSF13B/NOD2/TNFRSF14/CHST4/PCK1/RUNX3/SOX4/ALOX5/KITLG/ADAM8/TNFSF9/GLI2/VCAM1/ZMIZ1/IL7/PRKCQ/IL15/HLX/HLA-DOB/SPTA1/AGER/PDCD1LG2/CHST2"
"GO","GO:0043122","regulation of canonical NF-kappaB signal transduction","ZC3H12A/TNFSF10/PLK2/MAP3K14/NR1D1/PER1/TNFAIP3/TRIM22/STAT1/CX3CL1/RIPK2/PELI1/TRIM21/IFIT5/TRAF1/TRIM38/MYD88/LGALS9/DHX36/ANKRD17/REL/BCL10/IL1A/OPTN/TRIM5/OTUD7B/TRAF3/FBXW11/BIRC3/TICAM1/SECTM1/F2RL1/MIER1/IKBKE/TLR3/LPAR1/TRAF6/RIPK1/BST2/TNF/BRD4/SLC20A1/PRKCE/SIRT1/APOL3/LAMTOR5/NOD2/NOD1/PLEKHG5/LTB/PELI2/GBP7/PRKD1/CLEC7A/TLR6/RFPL1/TLR4/ESR1/TRIM6/NR1H4/PRKN/RORA"
"GO","GO:0031349","positive regulation of defense response","PTGER4/CYLD/OAS1/IRAK2/ZNFX1/PIK3AP1/RSAD2/OASL/NR1D1/NFKBIA/TNFAIP3/IRF1/IRF7/OAS3/CX3CL1/IFIH1/IL6/RIPK2/IFI16/NLRC5/DHX58/PARP9/PELI1/CCL5/IFI35/MYD88/EIF2AK2/ANKRD17/PUM1/CREBBP/PIK3R1/DDX60/IDO1/BCL10/USP15/OPTN/TRIM5/ZBP1/EP300/PTGS2/TRAF3/OTUD4/LYN/BIRC3/TICAM1/HLA-F/SLC15A3/F2RL1/NFKBIZ/FOSL1/SERPINE1/NMI/IKBKE/NOP53/TLR3/CYBA/GPATCH3/KLK7/ABCC1/TRAF6/IL12A/RIPK1/TNF/IFNB1/C2CD4A/SIRT2/PRKCE/EREG/PDCD4/STING1/NLRP3/NOD2/MEF2C/NOD1/TKFC/NAIP/PRKD1/GBP5/CLEC7A/ADAM8/TLR6/BPIFB1/IL15/TRIM31/IL33/TLR4/ESR1/PAK3/LTA/TLR1/TRIM6/NR1H4/COLEC10/ADORA2B"
"GO","GO:0019058","viral life cycle","OAS1/ZC3H12A/N4BP1/ZNFX1/RSAD2/OASL/ICAM1/ZC3HAV1/IFIT1/LAMP3/ISG15/TRIM22/OAS3/IFIH1/EPHA2/NEDD4/TRIM26/OAS2/IFI16/USP6NL/TRIM21/IFIT5/CCL5/TRIM38/MX1/CXCL8/LGALS9/EIF2AK2/EEF1A1/CCL2/PTX3/TRIM5/SHFL/TMPRSS4/IFITM3/ISG20/EFNB2/IFITM2/ITGA5/CIITA/IFITM1/IFNL3/CH25H/BST2/TNF/IFI27/APOBEC3G/IFNB1/SLPI/LAMTOR5/TNFRSF14/NR5A2/HMGA2/CXCR4/GBP7/SELPLG/APOBEC3B/APOE/MRC1/HS3ST5/RFPL1/TRIM31/HAVCR1/PROX1/ANPEP/TPCN1/ATG16L2/VPS37D/TRIM6/PRKN"
"GO","GO:1903131","mononuclear cell differentiation","RARA/MYC/PTGER4/INHBA/KLF6/BCL3/ZC3H12A/CSF1/RSAD2/IRF1/IRF7/FOS/BATF2/AMBRA1/IL6/RIPK2/IFI16/EGR1/ACTB/ANXA1/ARID1A/LGALS9/DUSP10/HDAC9/PIK3R1/RC3H1/RELB/FOSL2/IL1A/SOCS3/GATA3/JUNB/EP300/IKZF3/SMAD7/IFNL1/LYN/FZD5/DCLRE1C/CMTM7/BCL6/IL15RA/F2RL1/NFKBIZ/RUNX1/VSIR/CHD7/ZEB1/CD83/TRAF6/SP3/ARID2/IL11/IFNB1/PRDM1/TNFRSF9/ITM2A/SOCS1/MMP14/FOXP1/IL4I1/DHRS2/PRDX2/NLRP3/EGR3/ZFP36L1/TNFSF13B/CSF2/CDH17/BRAF/PCK1/LOXL3/MERTK/PREX1/RUNX3/PGLYRP2/SOX4/ADAM8/TNFSF9/GLI2/VCAM1/IL18R1/ZMIZ1/IL7/PBX1/CAMK4/IL15/HLX/PSG9/AGER/HDAC5/PLCL2/ENTPD7/RORA"
"GO","GO:0072001","renal system development","RARA/MYC/CD24/HES1/TIPARP/STAT1/EGR1/BMP2/PDGFB/ARID5B/SOX9/ODC1/GATA3/SMAD7/EXT1/EFNB2/OVOL1/EYA1/NIPBL/EPHA4/MAGED1/ADAMTS1/PRDM1/FLCN/NKX3-1/COL4A1/GCNT1/SDC1/HAS2/SIX4/GZF1/SPRY1/RARB/FGF2/PRICKLE1/ADAMTS6/ASS1/LIF/MEF2C/NOTCH3/TGFB2/GCNT4/MPV17/LRP2/WNT2B/OSR2/SOX4/IFT27/SLIT2/PODXL/GLI2/SIX1/SLC22A1/RET/PDGFA/DCHS1/PBX1/KIF26B/ANGPT2/TEK/PTCH1/ACE/MTSS1/AQP1/PROX1/VANGL2/FGF1/CYP26A1/STRA6/CDKN1C"
"GO","GO:0030099","myeloid cell differentiation","RARA/MYC/INHBA/NEDD9/NR3C1/CSF1/NFKBIA/IRF7/ISG15/STAT1/FOS/KLF10/EPHA2/KMT2E/BATF2/TRIB1/IFI16/ANXA2/PML/BMP2/MYD88/KAT6A/PIK3R1/RELB/FOSL2/GATA3/JUNB/EP300/TESC/LYN/ZFP36/TET2/CREB1/BCL6/CNOT4/BRD1/F2RL1/SH2B3/RUNX1/ACVR2A/MEIS1/TLR3/H4C14/JAK2/TRAF6/SP3/CCR1/RIPK1/SCIN/TNF/KLF2/IL11/NCOA6/TNFAIP6/SOCS1/CIB1/CITED2/FOXP1/SIRT1/DNASE2/DHRS2/ZFP36L1/CDKN2B/FSTL3/LIF/MEF2C/H4C5/CSF2/ZNF675/H4C8/KITLG/ZNF385A/CSF3/TMEM14C/OSTM1/CAMK4/CLDN18/IL15/ERFE/IL33/TLR4/UCP2/HOXA5/TMEM178A/CDKN1C/L3MBTL1"
"GO","GO:2001233","regulation of apoptotic signaling pathway","MYC/THBS1/INHBA/CYLD/TNFSF10/ICAM1/TNFAIP3/PLAUR/TMBIM6/CX3CL1/IFI6/ATF3/PML/TRAF1/IER3/PMAIP1/SKIL/CD44/BCL10/IL1A/USP15/TIMP3/SP100/PTGS2/MARCHF7/LGALS3/PHIP/RTKN2/EYA1/TCF7L2/CTTN/BDNF/SERPINE1/EYA4/NFE2L2/MAGED1/JAK2/PYCR1/RIPK1/TNF/IFNB1/FLCN/NKX3-1/TRAP1/BDKRB2/NR4A2/BBC3/SIRT1/PRDX2/CSF2/LTB/MAPK8IP2/MNT/ITPRIP/NOS3/TMEM161A/NFATC4/MIF/CTSV/ZNF385A/PLEKHF1/FAS/SNAI1/TLR6/FGB/BCL2L14/NDUFA13/RET/IL7/TXNDC12/ADCY10/TLR4/MUC1/DAPK2/MSX1/FGFR1/GATA4/TP63/CREB3L1/RNF183/PRKN"
"GO","GO:0002757","immune response-activating signaling pathway","CYLD/OAS1/ZC3H12A/IRAK2/PIK3AP1/RSAD2/NFKB1/OASL/GBP1/NR1D1/NFKBIA/TNFAIP3/IRF1/IRF7/OAS3/IFIH1/PRKD2/RIPK2/DHX58/PELI1/IFI35/MYD88/EIF2AK2/ANKRD17/PUM1/CREBBP/PIK3R1/DDX60/RC3H1/FOSL2/BCL10/USP15/GATA3/EP300/TRAF3/LGALS3/OTUD4/LYN/THEMIS2/BIRC3/TICAM1/SLC15A3/PDE4D/ELF1/F2RL1/NFKBIZ/NFATC2/VTCN1/FOSL1/NMI/SPPL3/NOP53/TLR3/CYBA/GPATCH3/TRAF6/CBLB/CD38/TNF/SIRT2/PDE4B/PRKCE/FOXP1/NR4A3/STING1/NLRP3/NOD2/MEF2C/NOD1/EIF2B1/BRAF/TKFC/NAIP/PRKD1/GBP5/CLEC7A/UBASH3A/TLR6/BPIFB1/TRIM31/TLR4/FYB2/ESR1/PAK3/GPLD1/PLA2G6/PHPT1/CACNB4/TLR1/PLCL2/NR1H4/COLEC10"
"GO","GO:0001822","kidney development","RARA/MYC/CD24/HES1/TIPARP/STAT1/EGR1/BMP2/PDGFB/ARID5B/SOX9/ODC1/GATA3/SMAD7/EXT1/EFNB2/OVOL1/EYA1/NIPBL/EPHA4/MAGED1/ADAMTS1/PRDM1/FLCN/NKX3-1/GCNT1/SDC1/HAS2/SIX4/GZF1/SPRY1/RARB/FGF2/ADAMTS6/ASS1/LIF/MEF2C/NOTCH3/TGFB2/GCNT4/MPV17/LRP2/WNT2B/OSR2/SOX4/IFT27/SLIT2/PODXL/GLI2/SIX1/SLC22A1/RET/PDGFA/DCHS1/PBX1/KIF26B/ANGPT2/TEK/PTCH1/ACE/MTSS1/AQP1/PROX1/VANGL2/FGF1/CYP26A1/STRA6/CDKN1C"
"GO","GO:0035456","response to interferon-beta","OAS1/PNPT1/IRF1/STAT1/IFI16/SHFL/IFITM3/IFITM2/XAF1/IFITM1/IKBKE/TLR3/BST2/IFNB1/STING1/NDUFA13/TRIM6"
"GO","GO:0001763","morphogenesis of a branching structure","MYC/CSF1/FRS2/EPHA2/PML/BMP2/SOX9/GRHL2/EDN1/KDM5B/SOCS3/SPRY2/EXT1/FZD5/SETD2/EYA1/TNC/TMED2/GNA13/MAGED1/TNF/PRDM1/NKX3-1/COL4A1/MMP14/SIX4/GZF1/SPRY1/FGF2/ADM/WNT2B/TBX3/NFATC4/SLIT2/GLI2/SIX1/PDGFA/DCHS1/PBX1/TBX20/HOXB13/GBX2/PTCH1/ESR1/PROX1/CASR/HOXA5/FGF1/TP63/DLX2"
"GO","GO:0050863","regulation of T cell activation","RARA/ABL2/ZC3H12A/CD24/HES1/IRF1/MAP3K8/AMBRA1/IL6/RIPK2/PELI1/ACTB/ANXA1/CCL5/ARID1A/LGALS9/DUSP10/CCL2/CD274/RC3H1/IDO1/BCL10/IL1A/GATA3/JUNB/MARCHF7/LGALS3/SMAD7/IFNL1/LYN/BCL6/EFNB2/NFKBIZ/RUNX1/VTCN1/VSIR/ZEB1/JAK2/CD83/TRAF6/CBLB/ARID2/IL12A/IFNB1/PRDM1/TNFRSF9/SOCS1/IL4I1/PRDX2/NLRP3/EGR3/TNFSF13B/NOD2/TNFRSF14/BRAF/PCK1/LOXL3/RUNX3/RIPOR2/SOX4/IL20RB/KITLG/ADAM8/TNFSF9/LGALS9C/GLI2/VCAM1/ZMIZ1/IL7/CAMK4/PRKCQ/IL15/HLX/HLA-DOB/PSG9/SPTA1/AGER/PDCD1LG2"
"GO","GO:0002753","cytosolic pattern recognition receptor signaling pathway","CYLD/OAS1/PIK3AP1/RSAD2/OASL/NFKBIA/TNFAIP3/IRF7/OAS3/IFIH1/RIPK2/DHX58/PELI1/MYD88/EIF2AK2/ANKRD17/PUM1/DDX60/USP15/BIRC3/TICAM1/SLC15A3/F2RL1/NOP53/TLR3/GPATCH3/TRAF6/TNF/SIRT2/STING1/NLRP3/NOD2/NOD1/TKFC/PRKD1/GBP5/TLR6/TRIM31/TLR4/NR1H4"
"GO","GO:0035710","CD4-positive alpha-beta T cell activation","RARA/PTGER4/BCL3/ZC3H12A/RSAD2/IL6/RIPK2/ANXA1/LGALS9/CD274/RC3H1/RELB/SOCS3/GATA3/JUNB/SMAD7/BCL6/NFKBIZ/RUNX1/VSIR/CD83/CBLB/SOCS1/FOXP1/NLRP3/BRAF/LOXL3/RUNX3/LGALS9C/IL18R1/PRKCQ/HLX/AGER/ENTPD7/RORA"
"GO","GO:0097191","extrinsic apoptotic signaling pathway","THBS1/INHBA/CYLD/TNFSF10/ICAM1/TNFAIP3/CX3CL1/IFI6/ATF3/PML/TRAF1/PMAIP1/SKIL/PIK3R1/BCL10/IL1A/TIMP3/SP100/LGALS3/PHIP/MKNK2/NFKBIZ/EYA1/TNFRSF10A/TCF7L2/CTTN/SERPINE1/EYA4/TLR3/JAK2/IL12A/RIPK1/TNF/IFI27/FGFR3/CIB1/PRDX2/TGFB2/CSF2/LTB/ERBB3/ITPRIP/NOS3/KITLG/FAS/TLR6/FGB/BCL2L14/NDUFA13/RET/IL7/IL33/TLR4/FGFR1"
"GO","GO:0061138","morphogenesis of a branching epithelium","MYC/CSF1/FRS2/EPHA2/PML/BMP2/SOX9/GRHL2/EDN1/KDM5B/SOCS3/SPRY2/EXT1/FZD5/EYA1/TNC/TMED2/GNA13/MAGED1/TNF/NKX3-1/COL4A1/MMP14/SIX4/GZF1/SPRY1/FGF2/ADM/WNT2B/TBX3/NFATC4/SLIT2/GLI2/SIX1/PDGFA/DCHS1/PBX1/TBX20/HOXB13/GBX2/PTCH1/ESR1/PROX1/CASR/HOXA5/FGF1/TP63"
"GO","GO:0051090","regulation of DNA-binding transcription factor activity","BHLHE40/BCL3/CYLD/ZC3H12A/IRAK2/NFKBIE/HES1/KLF4/NFKBIA/TNFAIP3/TRIM22/CX3CL1/PRKD2/TRIB1/IL6/TRIM26/PARP10/RIPK2/NLRC5/TRIM21/TRAF1/RIPK4/TRIM38/BMP2/MYD88/LGALS9/EIF2AK2/ARID5B/SIK1/EDN1/BCL10/TRIM5/SP100/EP300/TRAF3/SMAD7/TICAM1/RTKN2/TMSB4X/TCF7L2/IKBKE/TRAF6/RIPK1/TNF/CYP1B1/ID1/CIB1/SGK1/SIRT1/STING1/NLRP3/LAMTOR5/NOD2/PIM1/NOD1/ZNF675/PRKD1/CLEC7A/ADAM8/CSF3/IL18R1/TLR6/RELN/SPHK1/PRKCQ/PTCH1/COMMD1/RFPL1/TRIM31/TBX6/TLR4/PTGIS/DDR2/ADCY1/ESR1/AGER/PROX1/TRIM6/HDAC5/NKX6-1/RHEBL1"
"GO","GO:0006935","chemotaxis","THBS1/SEMA7A/CCN1/DUSP1/NEDD9/CSF1/SEMA3A/PLAUR/CX3CL1/PRKD2/CXCL3/EPHA2/IL6/PIP5K1A/ANXA1/CCL5/PDGFB/CXCL8/CXCL1/CXCL10/LGALS9/CCL2/CXCL2/EDN1/CXCL11/HBEGF/LGALS3/FLRT3/LYN/TYMP/CMTM7/TMSB4X/EFNB2/NR4A1/F2RL1/MYCBP2/F3/FOSL1/SERPINE1/CH25H/NRG1/LPAR1/ABCC1/IL12A/CCR1/CORO1B/CCL20/PDE4B/TNFAIP6/DOCK4/SEMA3D/EGR3/NOD2/VEGFC/FGF2/SEMA4G/PLEKHG5/TGFB2/MTUS1/PREX1/CXCR4/PLXNB3/RIPOR2/PRKD1/ALOX5/MIF/SLIT2/ADAM8/PLXNA3/VCAM1/CXCL9/PDGFA/ADGRA2/RARRES2/PRKCQ/ANGPT2/CXCL17/PLD1/DEFB1/DAPK2/PLA2G6/AGER/FGFR1/ACKR4/CASR/ITGA9/FGF1/EDN2/COLEC10/PTN"
"GO","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","TNFSF10/PLK2/MAP3K14/TRIM22/CX3CL1/RIPK2/PELI1/TRIM21/IFIT5/TRIM38/MYD88/LGALS9/DHX36/ANKRD17/REL/BCL10/IL1A/TRIM5/FBXW11/BIRC3/TICAM1/SECTM1/F2RL1/MIER1/IKBKE/TLR3/LPAR1/TRAF6/RIPK1/BST2/TNF/BRD4/SLC20A1/PRKCE/APOL3/LAMTOR5/NOD2/NOD1/PLEKHG5/LTB/PELI2/PRKD1/CLEC7A/TLR6/RFPL1/TLR4/TRIM6/PRKN"
"GO","GO:0042330","taxis","THBS1/SEMA7A/CCN1/DUSP1/NEDD9/CSF1/SEMA3A/PLAUR/CX3CL1/PRKD2/CXCL3/EPHA2/IL6/PIP5K1A/ANXA1/CCL5/PDGFB/CXCL8/CXCL1/CXCL10/LGALS9/CCL2/CXCL2/EDN1/CXCL11/HBEGF/LGALS3/FLRT3/LYN/TYMP/CMTM7/TMSB4X/EFNB2/NR4A1/F2RL1/MYCBP2/F3/FOSL1/SERPINE1/CH25H/NRG1/LPAR1/ABCC1/IL12A/CCR1/CORO1B/CCL20/PDE4B/TNFAIP6/DOCK4/SEMA3D/EGR3/NOD2/VEGFC/FGF2/SEMA4G/PLEKHG5/TGFB2/MTUS1/PREX1/CXCR4/PLXNB3/RIPOR2/PRKD1/ALOX5/MIF/SLIT2/ADAM8/PLXNA3/VCAM1/CXCL9/PDGFA/ADGRA2/RARRES2/PRKCQ/ANGPT2/CXCL17/PLD1/DEFB1/DAPK2/PLA2G6/AGER/FGFR1/ACKR4/CASR/ITGA9/FGF1/EDN2/COLEC10/PTN"
"GO","GO:1902107","positive regulation of leukocyte differentiation","RARA/NEDD9/CSF1/FOS/KLF10/TRIB1/AMBRA1/RIPK2/ACTB/ANXA1/ARID1A/LGALS9/DUSP10/GATA3/TESC/CREB1/BCL6/IL15RA/NFKBIZ/RUNX1/VSIR/CD83/TRAF6/ARID2/CCR1/RIPK1/TNF/SOCS1/MMP14/IL4I1/NLRP3/EGR3/ZFP36L1/LIF/PCK1/RUNX3/SOX4/KITLG/ADAM8/TNFSF9/GLI2/ZMIZ1/IL7/IL15/HLX/AGER"
