"Type","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO","GO:0071216","cellular response to biotic stimulus","50/1618","265/18870",8.46595407716807e-08,1.37077906432813e-05,1.02581618993522e-05,"RARA/ANKRD1/TXNIP/ARID5A/CCL2/EPHB2/SERPINE1/NR1H4/ZC3H12A/IRAK2/CXCL8/IRF8/TIGAR/PDCD4/IL1A/MYD88/IL1B/MEF2C/NFKBIZ/HDAC5/NLRP3/CD274/RIPK2/NFKB1/CMPK2/AHR/GBP2/CXCL2/CXCL1/NR1D1/CSF2/NFKBIA/NOD2/TSPO/ABCA1/CXCL3/BCL10/TNFAIP3/TNFRSF1B/FZD5/IL6/TRIB1/ASS1/CASP7/ADAMTS13/PLCG2/PRKCE/PTPN22/TLR4/TICAM1",50
"GO","GO:0048754","branching morphogenesis of an epithelial tube","35/1618","156/18870",9.90644940400349e-08,1.56066739394423e-05,1.16791824552462e-05,"MYC/EPHA2/FGF2/GBX2/PML/SOX9/NFATC4/SIX4/EDN1/SPRY2/PTCH1/CSF1/PBX1/SIX1/HOXA5/FOXC2/SPRY1/GZF1/COL4A1/NKX3-1/BMP2/EYA1/KDM5B/SHH/WNT2B/NOG/MMP14/TBX20/CASR/FGF1/DCHS1/EXT1/AR/GLI2/GNA13",35
"GO","GO:0048568","embryonic organ development","73/1618","453/18870",1.02888088242731e-07,1.57787765767914e-05,1.18079746700659e-05,"PDGFB/RARA/EPHA2/CCN1/LIF/EFNA1/GRHL2/SOCS3/LRIG3/JUNB/GBX2/CITED2/TRA2B/NDST1/SOX9/RARB/SIX4/EPHB2/EDN1/TSHZ1/PHLDA2/HOXB5/CXCL8/SPRY2/PTCH1/OSR2/RBBP6/PKDCC/HOXA3/MEF2C/PBX1/FRS2/SIX1/HOXA5/RNF207/ALDH1A3/FOXC2/USH1C/GRHL3/ADM/RUNX2/HYAL1/ALX1/NSDHL/MESP1/TRIOBP/EYA1/TBX6/SHH/EN2/TMIE/SETD2/SLC44A4/CSF2/NOG/ZFP36L1/PRDM1/ARID2/CDKN1C/MMP14/TMED2/PRICKLE1/MYO3B/TBX20/STRA6/HOXC9/FZD5/CHST11/MMP16/DLX2/GATA3/GLI2/SNAI1",73
"GO","GO:0022409","positive regulation of cell-cell adhesion","57/1618","322/18870",1.08266123581062e-07,1.57787765767914e-05,1.18079746700659e-05,"RARA/BCL6/SMAD7/EGR3/CITED2/ABL2/RUNX1/CCL2/SOX4/AMBRA1/ITPKB/DUSP10/IL1A/CD24/TNFRSF14/IL1B/NFKBIZ/NLRP3/ADAM8/VNN1/CD274/ZMIZ1/EFNB2/RIPK2/NFAT5/MAP3K8/GCNT1/ANK3/ANXA1/FSTL3/ALOX5/PODXL/SHH/VTCN1/AGER/RUNX3/NR4A3/ACTB/CHST4/NOD2/SOCS1/ARID2/VSIR/PRKCQ/BCL10/IL4I1/IL6/ARID1A/PLAUR/IL12A/LGALS9/GATA3/ADAM19/PTPN22/GLI2/HAS2/TJP1",57
"GO","GO:0051251","positive regulation of lymphocyte activation","58/1618","330/18870",1.08277760005431e-07,1.57787765767914e-05,1.18079746700659e-05,"CDKN1A/RARA/BCL6/EGR3/ABL2/RUNX1/CCL2/EPHB2/SOX4/PELI1/AMBRA1/ITPKB/DUSP10/KMT5C/IL1A/MYD88/CD24/TNFRSF14/IL1B/MEF2C/NFKBIZ/NLRP3/ADAM8/VNN1/CD274/ZMIZ1/EFNB2/RIPK2/IL15RA/RIF1/MAP3K8/ZNF335/ANXA1/NFATC2/SHH/VTCN1/AGER/RUNX3/ACTB/NOD2/SOCS1/ARID2/MMP14/VSIR/PRKCQ/BCL10/IL4I1/HLA-F/IL6/ARID1A/IL12A/LGALS9/GATA3/PTPN22/GLI2/IRS2/TLR4/TICAM1",58
"GO","GO:1903131","mononuclear cell differentiation","76/1618","481/18870",1.28981556926582e-07,1.83374023250011e-05,1.3722710446823e-05,"RARA/MYC/BCL6/SMAD7/F2RL1/LFNG/SOCS3/FOS/PTGER4/JUNB/EGR3/INHBA/EGR1/RUNX1/SOX4/ZC3H12A/FOXP1/IRF8/ENTPD7/AMBRA1/ITPKB/DUSP10/IL1A/EP300/IL11/CSF1/IL1B/PBX1/NFKBIZ/HDAC5/FOSL2/CMTM7/NLRP3/ADAM8/RC3H1/VNN1/RORC/ZMIZ1/BLNK/RIPK2/ZBTB46/RSAD2/IL15RA/RUNX2/ANXA1/RELB/SHH/AGER/RUNX3/MYB/ACTB/CSF2/SOCS1/PIK3R1/BATF2/ZFP36L1/PRDM1/ARID2/MMP14/VSIR/IL4I1/DCLRE1C/ITM2A/CYP26B1/FZD5/IL6/IRF1/ARID1A/INHA/LGALS9/GATA3/IKZF3/PLCG2/PTPN22/PLCL2/GLI2",76
"GO","GO:0033002","muscle cell proliferation","47/1618","247/18870",1.57878539894576e-07,2.19112859296543e-05,1.63972097574717e-05,"PDGFB/CDKN1A/THBS1/JUN/HBEGF/FOS/FGF2/CITED2/RUNX1/EDN1/FOXP1/GATA6/PIM1/PDCD4/MYD88/MEF2C/FRS2/TCF7L2/SIX1/MAP3K5/FOXC2/ZNF143/EREG/BMP2/SHH/ERBB4/MYB/NR4A3/NOG/GPER1/ARID2/DDR2/MEF2D/TNFAIP3/TBX20/IL6/APOE/EFEMP2/TRIB1/IL12A/IGFBP3/ADAMTS1/ANG/PTGS2/GNA13/STAT1/TLR4",47
"GO","GO:0051607","defense response to virus","58/1618","334/18870",1.65735520217943e-07,2.24667987755905e-05,1.68129252333698e-05,"F2RL1/TRIM31/POLR3H/IRF2/PML/ZC3H12A/RTP4/TRIM38/MYD88/SAMHD1/IL1B/DHX36/DHX58/STAT2/SLFN13/TRIM21/MOV10/MAP3K14/GPATCH3/RSAD2/USP18/APOBEC3B/MX2/GBP1/TRIM26/GBP2/ZC3HAV1/IFIT1/SETD2/PMAIP1/NT5C3A/PARP9/MORC3/APOBEC3G/IKBKE/NLRC5/MX1/IFIT5/TNFAIP3/TRAF3/IL6/IRF1/EXOSC5/SENP7/TKFC/DDX60L/ISG20/SIRT2/EIF2AK2/IFIT1B/STING1/TLR3/TRIM22/PTPN22/STAT1/OAS3/TICAM1/IFI27",58
"GO","GO:0140546","defense response to symbiont","58/1618","335/18870",1.84056458791934e-07,2.4383297688595e-05,1.8247128354875e-05,"F2RL1/TRIM31/POLR3H/IRF2/PML/ZC3H12A/RTP4/TRIM38/MYD88/SAMHD1/IL1B/DHX36/DHX58/STAT2/SLFN13/TRIM21/MOV10/MAP3K14/GPATCH3/RSAD2/USP18/APOBEC3B/MX2/GBP1/TRIM26/GBP2/ZC3HAV1/IFIT1/SETD2/PMAIP1/NT5C3A/PARP9/MORC3/APOBEC3G/IKBKE/NLRC5/MX1/IFIT5/TNFAIP3/TRAF3/IL6/IRF1/EXOSC5/SENP7/TKFC/DDX60L/ISG20/SIRT2/EIF2AK2/IFIT1B/STING1/TLR3/TRIM22/PTPN22/STAT1/OAS3/TICAM1/IFI27",58
"GO","GO:0035710","CD4-positive, alpha-beta T cell activation","29/1618","119/18870",1.89151197510028e-07,2.45013851174656e-05,1.83354985375802e-05,"RARA/BCL6/SMAD7/SOCS3/PTGER4/JUNB/RUNX1/ZC3H12A/FOXP1/ENTPD7/NFKBIZ/NLRP3/RC3H1/RORC/CD274/CBLB/RIPK2/RSAD2/ANXA1/RELB/AGER/RUNX3/MYB/SOCS1/VSIR/PRKCQ/IL6/LGALS9/GATA3",29
"GO","GO:0070371","ERK1 and ERK2 cascade","58/1618","336/18870",2.04275703215437e-07,2.58852842183214e-05,1.93711330463335e-05,"PDGFB/CCN2/MYC/SEMA7A/EPHA2/CCN1/LIF/F2RL1/DUSP6/PTGER4/INHBA/FGF2/DUSP5/DUSP4/SOX9/CCL2/EPHB2/EDN1/PRKD2/IQGAP3/SPRY2/DUSP10/GAREM1/IL1A/IL1B/SEMA6A/FRS2/FLCN/GRB10/SPRY1/RIPK2/NRG1/NOD1/GBP1/ICAM1/BMP2/ATF3/ERBB4/AGER/NOD2/ZFP36L1/GPER1/CNKSR3/TIMP3/ABCA7/CCL20/CASR/FGFR3/APOE/FGF1/LGALS9/SLC30A10/CXCL17/ACTA2/PTPN22/OXTR/EPHA4/TLR4",58
"GO","GO:0043122","regulation of canonical NF-kappaB signal transduction","49/1618","265/18870",2.16094340601775e-07,2.68002959865478e-05,2.00558778825029e-05,"SLC20A1/F2RL1/BIRC3/NR1H4/ZC3H12A/PELI1/TNFSF10/PLK2/TRIM38/IL1A/MYD88/IL1B/DHX36/TRIM21/RIPK1/MAP3K14/RIPK2/NOD1/PELI2/BRD4/ALPK1/NR1D1/OPTN/NOD2/PLEKHG5/PER1/IKBKE/OTUD7B/APOL3/ANKRD17/REL/BCL10/FBXW11/IFIT5/PRKD1/TNFAIP3/TRAF3/SIRT1/SECTM1/TRAF1/LGALS9/PLCG2/PRKCE/TLR3/TRIM22/MIER1/STAT1/TLR4/TICAM1",49
"GO","GO:0034612","response to tumor necrosis factor","48/1618","259/18870",2.66946747250349e-07,3.24173456192143e-05,2.42593710659089e-05,"THBS1/ANKRD1/F2RL1/FOS/CCL2/NFE2L2/BIRC3/NR1H4/EDN1/ZC3H12A/FOXP1/CXCL8/SPATA2/TNFRSF14/MAP3K5/RIPK1/NFKB1/GBP1/HYAL1/NKX3-1/GBP2/KLF2/NR1D1/NFKBIA/ZFP36L1/GPER1/LRRK2/MAP4K3/COL1A1/NUB1/CCL20/TNFAIP3/TNFRSF1B/ZNF675/TRAF3/TNFRSF25/SIRT1/FAS/EXT1/TRAF1/ASS1/GATA3/ADAMTS13/PTGS2/ENDOG/TUBA1A/STAT1/HAS2",48
"GO","GO:1902107","positive regulation of leukocyte differentiation","38/1618","185/18870",3.25184951415058e-07,3.79100616359675e-05,2.83698197613474e-05,"RARA/BCL6/LIF/FOS/EGR3/KLF10/RUNX1/SOX4/NEDD9/AMBRA1/ITPKB/DUSP10/CSF1/NFKBIZ/NLRP3/ADAM8/VNN1/RIPK1/ZMIZ1/RIPK2/ZBTB46/IL15RA/ANXA1/SHH/AGER/RUNX3/ACTB/SOCS1/ZFP36L1/ARID2/MMP14/VSIR/IL4I1/TRIB1/ARID1A/LGALS9/GATA3/GLI2",38
"GO","GO:1903708","positive regulation of hemopoiesis","38/1618","185/18870",3.25184951415058e-07,3.79100616359675e-05,2.83698197613474e-05,"RARA/BCL6/LIF/FOS/EGR3/KLF10/RUNX1/SOX4/NEDD9/AMBRA1/ITPKB/DUSP10/CSF1/NFKBIZ/NLRP3/ADAM8/VNN1/RIPK1/ZMIZ1/RIPK2/ZBTB46/IL15RA/ANXA1/SHH/AGER/RUNX3/ACTB/SOCS1/ZFP36L1/ARID2/MMP14/VSIR/IL4I1/TRIB1/ARID1A/LGALS9/GATA3/GLI2",38
"GO","GO:0072073","kidney epithelium development","33/1618","150/18870",3.69169333613032e-07,4.21938832476542e-05,3.15755979049e-05,"RARA/MYC/LIF/SMAD7/FGF2/SOX9/RARB/SIX4/PTCH1/CD24/MEF2C/PBX1/SIX1/FOXC2/MTSS1/EFNB2/SPRY1/GZF1/BMP2/PODXL/EYA1/SHH/WNT2B/SDC1/NOG/CTNS/FGF1/DCHS1/EXT1/GATA3/SLC22A1/STAT1/EPHA4",33
"GO","GO:0001503","ossification","70/1618","444/18870",4.38115529328436e-07,4.89273209515897e-05,3.66145349519892e-05,"GTPBP4/CCN2/SEMA7A/EPHA2/CCN1/TUFT1/SLC26A2/SMAD7/CHSY1/PTGER4/JUNB/FGF2/KLF10/HIRA/SOX9/RUNX1/DHRS3/STC1/NOCT/BCOR/NBR1/EGR2/MN1/ACVR2B/PTCH1/OSR2/CSF1/PKDCC/MEF2C/PBX1/DHX36/BAMBI/FOSL2/FOXC2/THBS3/RUNX2/FSTL3/ADRB2/BMP2/ALOX5/SHH/TNFAIP6/SETD2/RUNX3/TENT5A/NOG/DDR2/AHSG/MMP14/MEF2D/PTHLH/PRICKLE1/PRKD1/COL1A1/ACVR2A/CASR/IL6/FGFR3/ERFE/ATRAID/DCHS1/TP63/MMP16/IGFBP3/EXT1/PTGS2/XYLT1/GLI2/SNAI1/TPM4",70
"GO","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","14/1618","35/18870",4.53263909999287e-07,4.89273209515897e-05,3.66145349519892e-05,"SEMA7A/MYD88/PANX1/DHX36/RIPK2/NOD1/NR4A3/NOD2/BCL10/SIRT1/PLCG2/TLR3/TLR4/TICAM1",14
"GO","GO:0110110","positive regulation of animal organ morphogenesis","14/1618","35/18870",4.53263909999287e-07,4.89273209515897e-05,3.66145349519892e-05,"FGF2/SOX9/SIX4/EDN1/CSF1/FRS2/SIX1/SPRY1/MESP1/BMP2/WNT2B/FGF1/AR/GATA3",14
"GO","GO:0048645","animal organ formation","20/1618","67/18870",4.66984092361549e-07,4.94918231704631e-05,3.70369775836605e-05,"FGF2/CITED2/GATA6/PIM1/HOXA3/MEF2C/FRS2/SIX1/SPRY1/ISL1/MESP1/BMP2/EYA1/SHH/WNT2B/NOG/FGF1/TP63/EXT1/AR",20
"GO","GO:0046632","alpha-beta T cell differentiation","29/1618","124/18870",4.82004173519754e-07,5.01714701329758e-05,3.75455882531177e-05,"RARA/BCL6/SMAD7/SOCS3/PTGER4/JUNB/RUNX1/ZC3H12A/FOXP1/ENTPD7/ITPKB/NFKBIZ/FOSL2/NLRP3/RC3H1/RORC/RIPK2/RSAD2/ANXA1/RELB/SHH/RUNX3/MYB/SOCS1/PRDM1/IL6/IRF1/LGALS9/GATA3",29
"GO","GO:0030098","lymphocyte differentiation","68/1618","429/18870",5.22644703243372e-07,5.26701067454103e-05,3.94154314368232e-05,"RARA/BCL6/SMAD7/LFNG/SOCS3/PTGER4/JUNB/EGR3/INHBA/EGR1/RUNX1/SOX4/ZC3H12A/FOXP1/IRF8/ENTPD7/AMBRA1/ITPKB/DUSP10/IL1A/EP300/IL11/IL1B/PBX1/NFKBIZ/HDAC5/FOSL2/CMTM7/NLRP3/ADAM8/RC3H1/VNN1/RORC/ZMIZ1/BLNK/RIPK2/RSAD2/IL15RA/RUNX2/ANXA1/RELB/SHH/RUNX3/MYB/ACTB/SOCS1/PIK3R1/ZFP36L1/PRDM1/ARID2/MMP14/VSIR/IL4I1/DCLRE1C/ITM2A/CYP26B1/FZD5/IL6/IRF1/ARID1A/INHA/LGALS9/GATA3/IKZF3/PLCG2/PTPN22/PLCL2/GLI2",68
"GO","GO:0046631","alpha-beta T cell activation","37/1618","181/18870",5.24080664133436e-07,5.26701067454103e-05,3.94154314368232e-05,"RARA/BCL6/SMAD7/SOCS3/PTGER4/JUNB/RUNX1/ZC3H12A/FOXP1/ENTPD7/ITPKB/TNFRSF14/NFKBIZ/FOSL2/NLRP3/RC3H1/RORC/CD274/CBLB/RIPK2/RSAD2/ANXA1/RELB/SHH/AGER/RUNX3/MYB/SOCS1/PRDM1/VSIR/PRKCQ/IL6/IRF1/IL12A/LGALS9/GATA3/PTPN22",37
"GO","GO:0031668","cellular response to extracellular stimulus","50/1618","281/18870",5.48659604828517e-07,5.42057090939903e-05,4.05645923712645e-05,"SLC2A1/CDKN1A/FOSL1/PDK4/FOS/ADORA2B/CPEB4/NUAK1/KLF10/NUAK2/JMY/CREBBP/NFE2L2/NR1H4/PLD1/ZC3H12A/MN1/PIM1/AMBRA1/AKR1C3/EP300/FLCN/MAP3K5/SESN1/RICTOR/GDAP1/ERCC6/NR4A2/TNRC6A/UCP2/CASTOR1/BMT2/ATF3/BHLHA15/PMAIP1/WNT2B/MLXIPL/MFSD2A/LRRK2/TSSK3/PRKD1/COL1A1/TRIM24/CDKN2B/UCN3/UCN2/CASR/SIRT1/FAS/EIF2AK2",50
"GO","GO:0001819","positive regulation of cytokine production","76/1618","499/18870",5.74912138688039e-07,5.5852714273543e-05,4.17971211004076e-05,"RARA/THBS1/SEMA7A/F3/F2RL1/PTGER4/ADORA2B/EGR1/ARRDC4/NFATC4/RUNX1/ARID5A/EPHB2/SERPINE1/NR1H4/PRKD2/PELI1/FOXP1/GATA6/IRF8/IL1A/FERMT1/MYD88/PANX1/TNFRSF14/IL1B/DHX36/DHX58/NLRP3/ADAM8/RIPK1/CD274/EREG/RIPK2/ISL1/RSAD2/NOD1/ANXA1/ZBTB20/ZC3HAV1/VTCN1/AGER/SETD2/MYB/NR4A3/CSF2/RGCC/NOD2/ADRA2A/IKBKE/PIK3R1/LRRK2/PRKCQ/BCL10/HLA-F/PDE4D/FZD5/TRAF3/IL6/IRF1/SIRT1/IL12A/LGALS9/GATA3/PLCG2/PTGS2/EIF2AK2/STING1/CXCL17/TLR3/PTPN22/CYBA/STAT1/OAS3/TLR4/TICAM1",76
"GO","GO:0002764","immune response-regulating signaling pathway","76/1618","500/18870",6.22502799385578e-07,5.9484734715058e-05,4.45151268447599e-05,"FOSL1/F2RL1/TRIM31/THEMIS2/MAP3K1/CREBBP/BIRC3/NR1H4/PRKD2/ZC3H12A/PELI1/FOXP1/IRAK2/MYD88/EP300/CD24/MEF2C/DHX58/PUM1/NOP53/NFKBIZ/FOSL2/NLRP3/RC3H1/CBLB/GPATCH3/PIK3AP1/BLNK/RIPK2/RSAD2/NFKB1/NOD1/OTUD4/GBP1/PLA2G6/NFATC2/GBP2/ALPK1/COLEC10/VTCN1/USP15/NR4A3/NR1D1/NFKBIA/NOD2/PIK3R1/ANKRD17/PRKCQ/BCL10/MAP2K4/LGALS3/PRKD1/LAT2/PIGR/PDE4D/NMI/TNFAIP3/TRAF3/IRF1/TKFC/GATA3/PHPT1/SIRT2/PLCG2/PRKCE/EIF2AK2/STING1/TLR3/PTPN22/SPPL3/PLCL2/CYBA/SLC15A3/OAS3/TLR4/TICAM1",76
"GO","GO:0051090","regulation of DNA-binding transcription factor activity","65/1618","406/18870",6.47995760685724e-07,6.05417322379269e-05,4.53061260654927e-05,"BHLHE40/SIK1/SMAD7/TRIM31/ARID5B/ID1/JMY/EDN1/PRKD2/ZC3H12A/RTKN2/IRAK2/TRIM38/PIM1/PTCH1/MYD88/EP300/NFKBIE/IL1B/TCF7L2/PARP10/HDAC5/TRIM21/NLRP3/ADAM8/RIPK1/GLIS2/RIPK2/NOD1/BMP2/TRIM26/ADCY1/TBX6/SHH/AGER/NKX6-1/RGCC/NFKBIA/RHEBL1/NOD2/IKBKE/NLRC5/RELN/LRRK2/DDR2/PRKCQ/BCL10/PRKD1/TNFAIP3/ZNF675/SGK1/TRAF3/IL6/TRIB1/SIRT1/TRAF1/AR/LGALS9/PLCG2/EIF2AK2/STING1/TRIM22/PTGIS/TLR4/TICAM1",65
"GO","GO:0031669","cellular response to nutrient levels","46/1618","251/18870",6.54336786925612e-07,6.05417322379269e-05,4.53061260654927e-05,"SLC2A1/CDKN1A/PDK4/FOS/CPEB4/NUAK1/KLF10/NUAK2/JMY/CREBBP/NFE2L2/NR1H4/PLD1/ZC3H12A/MN1/PIM1/AMBRA1/AKR1C3/EP300/FLCN/MAP3K5/SESN1/RICTOR/GDAP1/TNRC6A/UCP2/CASTOR1/BMT2/ATF3/BHLHA15/PMAIP1/WNT2B/MLXIPL/MFSD2A/LRRK2/TSSK3/PRKD1/COL1A1/TRIM24/CDKN2B/UCN3/UCN2/CASR/SIRT1/FAS/EIF2AK2",46
"GO","GO:0030217","T cell differentiation","53/1618","307/18870",6.74121591794932e-07,6.09312903910529e-05,4.55976501125088e-05,"RARA/BCL6/SMAD7/LFNG/SOCS3/PTGER4/JUNB/EGR3/EGR1/RUNX1/SOX4/ZC3H12A/FOXP1/ENTPD7/AMBRA1/ITPKB/DUSP10/IL1A/IL1B/NFKBIZ/FOSL2/NLRP3/ADAM8/RC3H1/VNN1/RORC/ZMIZ1/RIPK2/RSAD2/RUNX2/ANXA1/RELB/SHH/RUNX3/MYB/ACTB/SOCS1/PIK3R1/ZFP36L1/PRDM1/ARID2/VSIR/IL4I1/CYP26B1/FZD5/IL6/IRF1/ARID1A/LGALS9/GATA3/IKZF3/PTPN22/GLI2",53
"GO","GO:1903039","positive regulation of leukocyte cell-cell adhesion","49/1618","275/18870",6.80774230343224e-07,6.09312903910529e-05,4.55976501125088e-05,"RARA/BCL6/EGR3/ABL2/RUNX1/CCL2/SOX4/AMBRA1/ITPKB/DUSP10/IL1A/CD24/TNFRSF14/IL1B/NFKBIZ/NLRP3/ADAM8/VNN1/CD274/ZMIZ1/EFNB2/RIPK2/NFAT5/MAP3K8/GCNT1/ANXA1/ALOX5/SHH/VTCN1/AGER/RUNX3/NR4A3/ACTB/CHST4/NOD2/SOCS1/ARID2/VSIR/PRKCQ/BCL10/IL4I1/IL6/ARID1A/IL12A/LGALS9/GATA3/PTPN22/GLI2/HAS2",49
"GO","GO:0043367","CD4-positive, alpha-beta T cell differentiation","24/1618","93/18870",6.89906530418509e-07,6.09312903910529e-05,4.55976501125088e-05,"RARA/BCL6/SMAD7/SOCS3/PTGER4/JUNB/RUNX1/ZC3H12A/FOXP1/ENTPD7/NFKBIZ/NLRP3/RC3H1/RORC/RIPK2/RSAD2/ANXA1/RELB/RUNX3/MYB/SOCS1/IL6/LGALS9/GATA3",24
"GO","GO:0022407","regulation of cell-cell adhesion","75/1618","493/18870",7.1306059048493e-07,6.20362713721889e-05,4.64245575329073e-05,"GTPBP4/RARA/BCL6/SMAD7/EGR3/CITED2/ABL2/RUNX1/CCL2/SOX4/ZC3H12A/PELI1/AMBRA1/ITPKB/DUSP10/IL1A/CD24/TNFRSF14/IL1B/AKNA/NFKBIZ/NLRP3/ADAM8/RC3H1/VNN1/CD274/CBLB/ZMIZ1/EFNB2/RIPK2/NFAT5/MAP3K8/GCNT1/ANK3/ANXA1/FSTL3/BMP2/ALOX5/PODXL/MARCHF7/SHH/VTCN1/AGER/MDGA1/RUNX3/NR4A3/FERMT3/ACTB/RGCC/CHST4/NOD2/RIPOR2/SOCS1/ARID2/VSIR/PRKCQ/BCL10/IL4I1/LGALS3/CDSN/EPHB3/IL6/IRF1/ARID1A/PLAUR/IL12A/ASS1/LGALS9/GATA3/ADAM19/ABCA12/PTPN22/GLI2/HAS2/TJP1",75
"GO","GO:0002218","activation of innate immune response","49/1618","276/18870",7.60195267551558e-07,6.51643855082063e-05,4.87654673178584e-05,"FOSL1/F2RL1/TRIM31/CREBBP/BIRC3/NR1H4/PELI1/IRAK2/MYD88/EP300/DHX58/PUM1/NOP53/NFKBIZ/NLRP3/GPATCH3/PIK3AP1/RIPK2/RSAD2/NOD1/OTUD4/GBP2/ALPK1/COLEC10/USP15/NR1D1/NFKBIA/NOD2/PIK3R1/ANKRD17/BCL10/PRKD1/NMI/TNFAIP3/TRAF3/IRF1/TKFC/SIRT2/PLCG2/PRKCE/EIF2AK2/STING1/TLR3/PTPN22/CYBA/SLC15A3/OAS3/TLR4/TICAM1",49
"GO","GO:0045088","regulation of innate immune response","67/1618","425/18870",7.72702912166633e-07,6.52765981886856e-05,4.88494411597029e-05,"FOSL1/F2RL1/TRIM31/CREBBP/NFE2L2/BIRC3/NR1H4/LYAR/PELI1/USP38/IRAK2/DUSP10/MYD88/EP300/SAMHD1/PARP14/DHX58/PUM1/NOP53/STAT2/NFKBIZ/TRIM21/NLRP3/ADAM8/GPATCH3/PIK3AP1/EREG/RIPK2/RSAD2/USP18/NOD1/OTUD4/GBP2/ALPK1/COLEC10/USP15/NR1D1/NFKBIA/NOD2/PARP9/IKBKE/NLRC5/PIK3R1/ANKRD17/BCL10/PRKD1/HLA-F/NMI/TNFAIP3/TRAF3/APOE/IRF1/IL12A/TKFC/LGALS9/SIRT2/PLCG2/PRKCE/EIF2AK2/STING1/TLR3/PTPN22/CYBA/SLC15A3/OAS3/TLR4/TICAM1",67
"GO","GO:0038061","non-canonical NF-kappaB signal transduction","32/1618","148/18870",8.30479919957108e-07,6.9155249334714e-05,5.17520118541692e-05,"CREBBP/BIRC3/EDN1/ZC3H12A/RTKN2/TNFRSF10A/PDCD4/EP300/IL1B/TCIM/NLRP3/RC3H1/RIPK1/MAP3K14/NFKB2/NFAT5/NFKB1/NOD1/RELB/TNFSF15/AGER/NFKBIA/NOD2/IKBKE/REL/NMI/NR3C2/LGALS9/EIF2AK2/TLR3/PTPN22/TLR4",32
"GO","GO:0051403","stress-activated MAPK cascade","43/1618","230/18870",8.62741649133582e-07,7.08298742647838e-05,5.30052096962129e-05,"CCN2/MYC/DUSP1/F2RL1/GADD45A/PTGER4/WNT7A/MECOM/ZC3H12A/NBR1/PHLPP1/DUSP10/PDCD4/IL1A/MYD88/GADD45B/IL1B/MAP3K5/RIPK1/RIPK2/ERCC6/NFKB1/NOD1/CDC42EP5/DUSP16/SEMA3A/BMP2/AGER/NOD2/PER1/ZFP36L1/LRRK2/MAP2K4/MAP4K3/ZNF675/CASR/TRIB1/FAS/LGALS9/EIF2AK2/TLR3/PTPN22/TLR4",43
"GO","GO:0007254","JNK cascade","34/1618","163/18870",9.19989163106845e-07,7.44807893298583e-05,5.57373551449527e-05,"CCN2/F2RL1/GADD45A/PTGER4/WNT7A/MECOM/PHLPP1/DUSP10/PDCD4/IL1A/MYD88/GADD45B/IL1B/MAP3K5/RIPK1/RIPK2/ERCC6/NFKB1/NOD1/CDC42EP5/DUSP16/SEMA3A/AGER/NOD2/PER1/LRRK2/MAP2K4/MAP4K3/ZNF675/CASR/TRIB1/TLR3/PTPN22/TLR4",34
"GO","GO:0001667","ameboidal-type cell migration","75/1618","497/18870",9.77209137269731e-07,7.80294802896611e-05,5.83930016560312e-05,"PDGFB/THBS1/SEMA7A/EPHA2/RHOB/EFNA1/GADD45A/HBEGF/EGR3/EDN2/FGF2/ARID5B/GBX2/WNT7A/ID1/PML/SOX9/NFE2L2/PIP5K1A/STC1/EDN1/PRKD2/ZC3H12A/FOXP1/PLK2/ADAMTS9/DUSP10/FERMT1/ITGB4/SEMA6A/MEF2C/FGFR1/SRGAP2/ZFAND5/HDAC5/FOXC2/EFNB2/S100A2/ISL1/SEMA4G/HYAL1/SEMA3A/MESP1/ANXA1/SH3BP1/AMOTL2/ADGRA2/SHH/ERBB4/RREB1/RGCC/PLEKHG5/DDR2/STARD13/BCAS3/S100P/PRKD1/JCAD/APOE/FGF1/SIRT1/CORO1B/FGFBP1/GATA3/SEMA3G/PLCG2/FAP/PTGS2/PRKCE/ACTA2/GNA13/IRS2/SNAI1/HAS2/NR4A1",75
"GO","GO:0048660","regulation of smooth muscle cell proliferation","35/1618","171/18870",1.02146111536937e-06,8.04607681282168e-05,6.02124446954575e-05,"PDGFB/CDKN1A/THBS1/JUN/HBEGF/FGF2/EDN1/FOXP1/PDCD4/MYD88/MEF2C/FRS2/TCF7L2/MAP3K5/ZNF143/EREG/BMP2/MYB/NR4A3/GPER1/DDR2/MEF2D/TNFAIP3/IL6/APOE/EFEMP2/TRIB1/IL12A/IGFBP3/ADAMTS1/ANG/PTGS2/GNA13/STAT1/TLR4",35
"GO","GO:0098781","ncRNA transcription","30/1618","136/18870",1.16288885599007e-06,9.03797218875483e-05,6.76352479890927e-05,"PDGFB/RARA/MYC/FOSL1/JUN/NIFK/FOS/FGF2/EGR1/POLR1B/SOX9/NFATC4/ZC3H4/GATA6/SNAPC1/NR3C1/IPPK/NOP53/MRTFA/ZNF143/ERCC6/BMP2/USPL1/NFATC2/MYB/ELL2/AR/GATA3/ANG/SNAPC4",30
